,year,age_group,sex,value
4520,2005,65 years and over,Female,257.0
4533,2005,All ages,Both sexes,4133.8
4534,2005,All ages,Male,2061.8
4535,2005,All ages,Female,2072.0
4536,2006,Under 1 year,Both sexes,61.1
4537,2006,Under 1 year,Male,31.3
4538,2006,Under 1 year,Female,29.8
4542,2006,0 - 14 years,Both sexes,865.1
4543,2006,0 - 14 years,Male,443.5
4544,2006,0 - 14 years,Female,421.6
4545,2006,1 - 4 years,Both sexes,241.3
4546,2006,1 - 4 years,Male,123.4
4547,2006,1 - 4 years,Female,117.9
4557,2006,15 - 24 years,Both sexes,638.4
4558,2006,15 - 24 years,Male,324.2
4559,2006,15 - 24 years,Female,314.2
4560,2006,15 years and over,Both sexes,3367.9
4561,2006,15 years and over,Male,1673.8
4562,2006,15 years and over,Female,1694.0
4569,2006,25 - 44 years,Both sexes,1343.3
4570,2006,25 - 44 years,Male,679.7
4571,2006,25 - 44 years,Female,663.6
4584,2006,45 - 64 years,Both sexes,923.8
4585,2006,45 - 64 years,Male,465.4
4586,2006,45 - 64 years,Female,458.4
4599,2006,65 years and over,Both sexes,462.4
4600,2006,65 years and over,Male,204.5
4601,2006,65 years and over,Female,257.8
4614,2006,All ages,Both sexes,4232.9
4615,2006,All ages,Male,2117.3
4616,2006,All ages,Female,2115.6
4617,2007,Under 1 year,Both sexes,66.3
4618,2007,Under 1 year,Male,34.1
4619,2007,Under 1 year,Female,32.2
4623,2007,0 - 14 years,Both sexes,884.2
4624,2007,0 - 14 years,Male,453.2
4625,2007,0 - 14 years,Female,431.0
4626,2007,1 - 4 years,Both sexes,244.2
4627,2007,1 - 4 years,Male,125.3
4628,2007,1 - 4 years,Female,118.8
4638,2007,15 - 24 years,Both sexes,663.1
4639,2007,15 - 24 years,Male,335.1
4640,2007,15 - 24 years,Female,328.0
4641,2007,15 years and over,Both sexes,3491.7
4642,2007,15 years and over,Male,1738.1
4643,2007,15 years and over,Female,1753.6
4650,2007,25 - 44 years,Both sexes,1404.5
4651,2007,25 - 44 years,Male,713.3
4652,2007,25 - 44 years,Female,691.2
4665,2007,45 - 64 years,Both sexes,953.0
4666,2007,45 - 64 years,Male,479.9
4667,2007,45 - 64 years,Female,473.1
4680,2007,65 years and over,Both sexes,471.0
4681,2007,65 years and over,Male,209.8
4682,2007,65 years and over,Female,261.2
4695,2007,All ages,Both sexes,4375.8
4696,2007,All ages,Male,2191.3
4697,2007,All ages,Female,2184.6
4698,2008,Under 1 year,Both sexes,72.4
4699,2008,Under 1 year,Male,36.9
4700,2008,Under 1 year,Female,35.5
4704,2008,0 - 14 years,Both sexes,913.4
4705,2008,0 - 14 years,Male,467.5
4706,2008,0 - 14 years,Female,445.9
4707,2008,1 - 4 years,Both sexes,251.6
4708,2008,1 - 4 years,Male,129.1
4709,2008,1 - 4 years,Female,122.6
4719,2008,15 - 24 years,Both sexes,669.2
4720,2008,15 - 24 years,Male,336.1
4721,2008,15 - 24 years,Female,333.1
4722,2008,15 years and over,Both sexes,3571.9
4723,2008,15 years and over,Male,1771.1
4724,2008,15 years and over,Female,1800.6
4731,2008,25 - 44 years,Both sexes,1439.9
4732,2008,25 - 44 years,Male,726.6
4733,2008,25 - 44 years,Female,713.3
4746,2008,45 - 64 years,Both sexes,978.8
4747,2008,45 - 64 years,Male,492.2
4748,2008,45 - 64 years,Female,486.6
4761,2008,65 years and over,Both sexes,483.7
4762,2008,65 years and over,Male,216.2
4763,2008,65 years and over,Female,267.6
4776,2008,All ages,Both sexes,4485.1
4777,2008,All ages,Male,2238.6
4778,2008,All ages,Female,2246.5
4779,2009,Under 1 year,Both sexes,73.6
4780,2009,Under 1 year,Male,37.7
4781,2009,Under 1 year,Female,35.9
4785,2009,0 - 14 years,Both sexes,936.4
4786,2009,0 - 14 years,Male,479.2
4787,2009,0 - 14 years,Female,457.2
4788,2009,1 - 4 years,Both sexes,261.7
4789,2009,1 - 4 years,Male,133.8
4790,2009,1 - 4 years,Female,127.9
4800,2009,15 - 24 years,Both sexes,648.7
4801,2009,15 - 24 years,Male,323.9
4802,2009,15 - 24 years,Female,324.8
4803,2009,15 years and over,Both sexes,3597.0
4804,2009,15 years and over,Male,1778.1
4805,2009,15 years and over,Female,1818.9
4812,2009,25 - 44 years,Both sexes,1448.1
4813,2009,25 - 44 years,Male,726.3
4814,2009,25 - 44 years,Female,721.8
4827,2009,45 - 64 years,Both sexes,1001.3
4828,2009,45 - 64 years,Male,503.2
4829,2009,45 - 64 years,Female,498.2
4842,2009,65 years and over,Both sexes,498.9
4843,2009,65 years and over,Male,224.8
4844,2009,65 years and over,Female,274.1
4857,2009,All ages,Both sexes,4533.4
4858,2009,All ages,Male,2257.3
4859,2009,All ages,Female,2276.1
4860,2010,Under 1 year,Both sexes,74.9
4861,2010,Under 1 year,Male,38.5
4862,2010,Under 1 year,Female,36.5
4866,2010,0 - 14 years,Both sexes,957.7
4867,2010,0 - 14 years,Male,490.5
4868,2010,0 - 14 years,Female,467.2
4869,2010,1 - 4 years,Both sexes,272.0
4870,2010,1 - 4 years,Male,139.1
4871,2010,1 - 4 years,Female,133.0
4881,2010,15 - 24 years,Both sexes,615.7
4882,2010,15 - 24 years,Male,307.8
4883,2010,15 - 24 years,Female,307.9
4884,2010,15 years and over,Both sexes,3596.9
4885,2010,15 years and over,Male,1771.7
4886,2010,15 years and over,Female,1825.4
4893,2010,25 - 44 years,Both sexes,1444.3
4894,2010,25 - 44 years,Male,719.1
4895,2010,25 - 44 years,Female,725.2
4908,2010,45 - 64 years,Both sexes,1021.9
4909,2010,45 - 64 years,Male,511.4
4910,2010,45 - 64 years,Female,510.5
4923,2010,65 years and over,Both sexes,515.1
4924,2010,65 years and over,Male,233.4
4925,2010,65 years and over,Female,281.7
4938,2010,All ages,Both sexes,4554.8
4939,2010,All ages,Male,2262.2
4940,2010,All ages,Female,2292.6
4941,2011,Under 1 year,Both sexes,72.5
4942,2011,Under 1 year,Male,36.9
4943,2011,Under 1 year,Female,35.6
4947,2011,0 - 14 years,Both sexes,976.7
4948,2011,0 - 14 years,Male,499.9
4949,2011,0 - 14 years,Female,476.8
4950,2011,1 - 4 years,Both sexes,283.6
4951,2011,1 - 4 years,Male,145.1
4952,2011,1 - 4 years,Female,138.5
4962,2011,15 - 24 years,Both sexes,579.6
4963,2011,15 - 24 years,Male,292.3
4964,2011,15 - 24 years,Female,287.3
4965,2011,15 years and over,Both sexes,3598.2
4966,2011,15 years and over,Male,1770.6
4967,2011,15 years and over,Female,1827.6
4974,2011,25 - 44 years,Both sexes,1448.7
4975,2011,25 - 44 years,Male,717.8
4976,2011,25 - 44 years,Female,730.8
4989,2011,45 - 64 years,Both sexes,1038.3
4990,2011,45 - 64 years,Male,518.9
4991,2011,45 - 64 years,Female,519.5
5004,2011,65 years and over,Both sexes,531.6
5005,2011,65 years and over,Male,241.6
5006,2011,65 years and over,Female,290.0
5019,2011,All ages,Both sexes,4574.9
5020,2011,All ages,Male,2270.5
5021,2011,All ages,Female,2304.4
5022,2012,Under 1 year,Both sexes,72.7
5023,2012,Under 1 year,Male,37.0
5024,2012,Under 1 year,Female,35.4
5028,2012,0 - 14 years,Both sexes,988.0
5029,2012,0 - 14 years,Male,505.4
5030,2012,0 - 14 years,Female,482.6
5031,2012,1 - 4 years,Both sexes,285.5
5032,2012,1 - 4 years,Male,145.5
5033,2012,1 - 4 years,Female,140.0
5043,2012,15 - 24 years,Both sexes,566.6
5044,2012,15 - 24 years,Male,285.8
5045,2012,15 - 24 years,Female,280.7
5046,2012,15 years and over,Both sexes,3605.7
5047,2012,15 years and over,Male,1769.6
5048,2012,15 years and over,Female,1836.0
5055,2012,25 - 44 years,Both sexes,1435.3
5056,2012,25 - 44 years,Male,707.0
5057,2012,25 - 44 years,Female,728.4
5070,2012,45 - 64 years,Both sexes,1053.8
5071,2012,45 - 64 years,Male,525.2
5072,2012,45 - 64 years,Female,528.6
5085,2012,65 years and over,Both sexes,550.1
5086,2012,65 years and over,Male,251.7
5087,2012,65 years and over,Female,298.4
5100,2012,All ages,Both sexes,4593.7
5101,2012,All ages,Male,2275.0
5102,2012,All ages,Female,2318.7
5103,2013,Under 1 year,Both sexes,68.6
5104,2013,Under 1 year,Male,35.0
5105,2013,Under 1 year,Female,33.5
5109,2013,0 - 14 years,Both sexes,993.9
5110,2013,0 - 14 years,Male,507.8
5111,2013,0 - 14 years,Female,486.2
5112,2013,1 - 4 years,Both sexes,284.4
5113,2013,1 - 4 years,Male,144.9
5114,2013,1 - 4 years,Female,139.5
5124,2013,15 - 24 years,Both sexes,563.3
5125,2013,15 - 24 years,Male,286.0
5126,2013,15 - 24 years,Female,277.3
5127,2013,15 years and over,Both sexes,3620.8
5128,2013,15 years and over,Male,1778.4
5129,2013,15 years and over,Female,1842.4
5136,2013,25 - 44 years,Both sexes,1421.1
5137,2013,25 - 44 years,Male,699.0
5138,2013,25 - 44 years,Female,722.1
5151,2013,45 - 64 years,Both sexes,1067.2
5152,2013,45 - 64 years,Male,531.7
5153,2013,45 - 64 years,Female,535.5
5166,2013,65 years and over,Both sexes,569.2
5167,2013,65 years and over,Male,261.7
5168,2013,65 years and over,Female,307.5
5181,2013,All ages,Both sexes,4614.7
5182,2013,All ages,Male,2286.1
5183,2013,All ages,Female,2328.5
5184,2014,Under 1 year,Both sexes,66.9
5185,2014,Under 1 year,Male,34.0
5186,2014,Under 1 year,Female,32.6
5190,2014,0 - 14 years,Both sexes,997.5
5191,2014,0 - 14 years,Male,509.6
5192,2014,0 - 14 years,Female,487.9
5193,2014,1 - 4 years,Both sexes,278.4
5194,2014,1 - 4 years,Male,141.7
5195,2014,1 - 4 years,Female,136.7
5205,2014,15 - 24 years,Both sexes,567.2
5206,2014,15 - 24 years,Male,288.5
5207,2014,15 - 24 years,Female,278.7
5208,2014,15 years and over,Both sexes,3647.9
5209,2014,15 years and over,Male,1789.5
5210,2014,15 years and over,Female,1858.5
5217,2014,25 - 44 years,Both sexes,1407.3
5218,2014,25 - 44 years,Male,688.8
5219,2014,25 - 44 years,Female,718.5
5232,2014,45 - 64 years,Both sexes,1083.9
5233,2014,45 - 64 years,Male,539.6
5234,2014,45 - 64 years,Female,544.3
5247,2014,65 years and over,Both sexes,589.5
5248,2014,65 years and over,Male,272.5
5249,2014,65 years and over,Female,317.0
5262,2014,All ages,Both sexes,4645.4
5263,2014,All ages,Male,2299.0
5264,2014,All ages,Female,2346.4
5265,2015,Under 1 year,Both sexes,64.2
5266,2015,Under 1 year,Male,33.0
5267,2015,Under 1 year,Female,31.4
5271,2015,0 - 14 years,Both sexes,1001.7
5272,2015,0 - 14 years,Male,511.8
5273,2015,0 - 14 years,Female,490.0
5274,2015,1 - 4 years,Both sexes,273.8
5275,2015,1 - 4 years,Male,139.6
5276,2015,1 - 4 years,Female,134.2
5286,2015,15 - 24 years,Both sexes,571.6
5287,2015,15 - 24 years,Male,291.9
5288,2015,15 - 24 years,Female,279.7
5289,2015,15 years and over,Both sexes,3686.1
5290,2015,15 years and over,Male,1806.0
5291,2015,15 years and over,Female,1880.1
5298,2015,25 - 44 years,Both sexes,1400.6
5299,2015,25 - 44 years,Male,682.5
5300,2015,25 - 44 years,Female,718.1
5313,2015,45 - 64 years,Both sexes,1103.6
5314,2015,45 - 64 years,Male,548.7
5315,2015,45 - 64 years,Female,554.9
5328,2015,65 years and over,Both sexes,610.3
5329,2015,65 years and over,Male,282.8
5330,2015,65 years and over,Female,327.4
5343,2015,All ages,Both sexes,4687.8
5344,2015,All ages,Male,2317.7
5345,2015,All ages,Female,2370.1
5346,2016,Under 1 year,Both sexes,62.2
5347,2016,Under 1 year,Male,32.0
5348,2016,Under 1 year,Female,30.4
5352,2016,0 - 14 years,Both sexes,1005.5
5353,2016,0 - 14 years,Male,514.2
5354,2016,0 - 14 years,Female,491.3
5355,2016,1 - 4 years,Both sexes,269.2
5356,2016,1 - 4 years,Male,137.8
5357,2016,1 - 4 years,Female,131.4
5367,2016,15 - 24 years,Both sexes,574.7
5368,2016,15 - 24 years,Male,292.8
5369,2016,15 - 24 years,Female,281.9
5370,2016,15 years and over,Both sexes,3734.1
5371,2016,15 years and over,Male,1832.4
5372,2016,15 years and over,Female,1901.7
5379,2016,25 - 44 years,Both sexes,1401.5
5380,2016,25 - 44 years,Male,685.4
5381,2016,25 - 44 years,Female,716.1
5394,2016,45 - 64 years,Both sexes,1128.0
5395,2016,45 - 64 years,Male,561.0
5396,2016,45 - 64 years,Female,567.0
5409,2016,65 years and over,Both sexes,629.8
5410,2016,65 years and over,Male,293.2
5411,2016,65 years and over,Female,336.6
5424,2016,All ages,Both sexes,4739.6
5425,2016,All ages,Male,2346.5
5426,2016,All ages,Female,2393.1
5427,2017,Under 1 year,Both sexes,63.5
5428,2017,Under 1 year,Male,32.4
5429,2017,Under 1 year,Female,31.0
5433,2017,0 - 14 years,Both sexes,1010.4
5434,2017,0 - 14 years,Male,516.4
5435,2017,0 - 14 years,Female,494.0
5436,2017,1 - 4 years,Both sexes,261.5
5437,2017,1 - 4 years,Male,133.7
5438,2017,1 - 4 years,Female,127.8
5448,2017,15 - 24 years,Both sexes,587.0
5449,2017,15 - 24 years,Male,299.0
5450,2017,15 - 24 years,Female,288.0
5451,2017,15 years and over,Both sexes,3800.5
5452,2017,15 years and over,Male,1864.4
5453,2017,15 years and over,Female,1936.1
5460,2017,25 - 44 years,Both sexes,1403.3
5461,2017,25 - 44 years,Male,685.7
5462,2017,25 - 44 years,Female,717.5
5475,2017,45 - 64 years,Both sexes,1157.9
5476,2017,45 - 64 years,Male,574.9
5477,2017,45 - 64 years,Female,583.0
5490,2017,65 years and over,Both sexes,652.4
5491,2017,65 years and over,Male,304.8
5492,2017,65 years and over,Female,347.6
5505,2017,All ages,Both sexes,4810.9
5506,2017,All ages,Male,2380.8
5507,2017,All ages,Female,2430.1
5508,2018,Under 1 year,Both sexes,61.7
5509,2018,Under 1 year,Male,31.7
5510,2018,Under 1 year,Female,30.0
5514,2018,0 - 14 years,Both sexes,1014.4
5515,2018,0 - 14 years,Male,519.3
5516,2018,0 - 14 years,Female,495.1
5517,2018,1 - 4 years,Both sexes,258.3
5518,2018,1 - 4 years,Male,132.2
5519,2018,1 - 4 years,Female,126.1
5529,2018,15 - 24 years,Both sexes,609.3
5530,2018,15 - 24 years,Male,310.4
5531,2018,15 - 24 years,Female,298.8
5532,2018,15 years and over,Both sexes,3870.5
5533,2018,15 years and over,Male,1900.2
5534,2018,15 years and over,Female,1970.3
5541,2018,25 - 44 years,Both sexes,1402.8
5542,2018,25 - 44 years,Male,685.9
5543,2018,25 - 44 years,Female,716.9
5556,2018,45 - 64 years,Both sexes,1182.0
5557,2018,45 - 64 years,Male,586.9
5558,2018,45 - 64 years,Female,595.2
5571,2018,65 years and over,Both sexes,676.4
5572,2018,65 years and over,Male,317.0
5573,2018,65 years and over,Female,359.4
5586,2018,All ages,Both sexes,4884.9
5587,2018,All ages,Male,2419.5
5588,2018,All ages,Female,2465.4
5589,2019,Under 1 year,Both sexes,60.4
5590,2019,Under 1 year,Male,30.8
5591,2019,Under 1 year,Female,29.6
5595,2019,0 - 14 years,Both sexes,1015.5
5596,2019,0 - 14 years,Male,520.8
5597,2019,0 - 14 years,Female,494.7
5598,2019,1 - 4 years,Both sexes,254.6
5599,2019,1 - 4 years,Male,130.5
5600,2019,1 - 4 years,Female,124.1
5610,2019,15 - 24 years,Both sexes,623.8
5611,2019,15 - 24 years,Male,316.9
5612,2019,15 - 24 years,Female,306.9
5613,2019,15 years and over,Both sexes,3942.9
5614,2019,15 years and over,Male,1935.5
5615,2019,15 years and over,Female,2007.5
5622,2019,25 - 44 years,Both sexes,1406.0
5623,2019,25 - 44 years,Male,688.1
5624,2019,25 - 44 years,Female,717.9
5637,2019,45 - 64 years,Both sexes,1211.7
5638,2019,45 - 64 years,Male,601.4
5639,2019,45 - 64 years,Female,610.3
5652,2019,65 years and over,Both sexes,701.4
5653,2019,65 years and over,Male,329.1
5654,2019,65 years and over,Female,372.3
5667,2019,All ages,Both sexes,4958.5
5668,2019,All ages,Male,2456.3
5669,2019,All ages,Female,2502.2
5670,2020,Under 1 year,Both sexes,58.2
5671,2020,Under 1 year,Male,29.8
5672,2020,Under 1 year,Female,28.3
5676,2020,0 - 14 years,Both sexes,1013.7
5677,2020,0 - 14 years,Male,519.9
5678,2020,0 - 14 years,Female,493.7
5679,2020,1 - 4 years,Both sexes,250.5
5680,2020,1 - 4 years,Male,128.9
5681,2020,1 - 4 years,Female,121.6
5691,2020,15 - 24 years,Both sexes,637.9
5692,2020,15 - 24 years,Male,324.8
5693,2020,15 - 24 years,Female,313.1
5694,2020,15 years and over,Both sexes,4016.2
5695,2020,15 years and over,Male,1971.8
5696,2020,15 years and over,Female,2044.4
5703,2020,25 - 44 years,Both sexes,1412.0
5704,2020,25 - 44 years,Male,690.9
5705,2020,25 - 44 years,Female,721.1
5718,2020,45 - 64 years,Both sexes,1240.2
5719,2020,45 - 64 years,Male,614.2
5720,2020,45 - 64 years,Female,626.0
5733,2020,65 years and over,Both sexes,726.1
5734,2020,65 years and over,Male,341.9
5735,2020,65 years and over,Female,384.2
5748,2020,All ages,Both sexes,5029.9
5749,2020,All ages,Male,2491.8
5750,2020,All ages,Female,2538.1
5751,2021,Under 1 year,Both sexes,55.9
5752,2021,Under 1 year,Male,28.4
5753,2021,Under 1 year,Female,27.4
5757,2021,0 - 14 years,Both sexes,1007.6
5758,2021,0 - 14 years,Male,515.7
5759,2021,0 - 14 years,Female,491.9
5760,2021,1 - 4 years,Both sexes,245.0
5761,2021,1 - 4 years,Male,125.7
5762,2021,1 - 4 years,Female,119.3
5772,2021,15 - 24 years,Both sexes,640.4
5773,2021,15 - 24 years,Male,325.9
5774,2021,15 - 24 years,Female,314.4
5775,2021,15 years and over,Both sexes,4067.1
5776,2021,15 years and over,Male,1998.3
5777,2021,15 years and over,Female,2068.7
5784,2021,25 - 44 years,Both sexes,1411.9
5785,2021,25 - 44 years,Male,690.4
5786,2021,25 - 44 years,Female,721.6
5799,2021,45 - 64 years,Both sexes,1267.4
5800,2021,45 - 64 years,Male,629.6
5801,2021,45 - 64 years,Female,637.8
5814,2021,65 years and over,Both sexes,747.4
5815,2021,65 years and over,Male,352.5
5816,2021,65 years and over,Female,395.0
5829,2021,All ages,Both sexes,5074.7
5830,2021,All ages,Male,2514.0
5831,2021,All ages,Female,2560.6
5832,2022,Under 1 year,Both sexes,57.7
5833,2022,Under 1 year,Male,29.5
5834,2022,Under 1 year,Female,28.1
5838,2022,0 - 14 years,Both sexes,1014.3
5839,2022,0 - 14 years,Male,519.0
5840,2022,0 - 14 years,Female,495.3
5841,2022,1 - 4 years,Both sexes,238.2
5842,2022,1 - 4 years,Male,122.0
5843,2022,1 - 4 years,Female,116.1
5853,2022,15 - 24 years,Both sexes,649.7
5854,2022,15 - 24 years,Male,330.6
5855,2022,15 - 24 years,Female,319.1
5856,2022,15 years and over,Both sexes,4169.7
5857,2022,15 years and over,Male,2043.0
5858,2022,15 years and over,Female,2126.7
5865,2022,25 - 44 years,Both sexes,1434.2
5866,2022,25 - 44 years,Male,696.9
5867,2022,25 - 44 years,Female,737.3
5880,2022,45 - 64 years,Both sexes,1304.5
5881,2022,45 - 64 years,Male,647.2
5882,2022,45 - 64 years,Female,657.3
5895,2022,65 years and over,Both sexes,781.3
5896,2022,65 years and over,Male,368.2
5897,2022,65 years and over,Female,413.1
5910,2022,All ages,Both sexes,5184.0
5911,2022,All ages,Male,2562.0
5912,2022,All ages,Female,2622.0
5913,2023,Under 1 year,Both sexes,55.7
5914,2023,Under 1 year,Male,27.4
5915,2023,Under 1 year,Female,28.3
5919,2023,0 - 14 years,Both sexes,1011.6
5920,2023,0 - 14 years,Male,516.5
5921,2023,0 - 14 years,Female,495.1
5922,2023,1 - 4 years,Both sexes,238.1
5923,2023,1 - 4 years,Male,121.8
5924,2023,1 - 4 years,Female,116.3
5934,2023,15 - 24 years,Both sexes,667.2
5935,2023,15 - 24 years,Male,340.0
5936,2023,15 - 24 years,Female,327.2
5937,2023,15 years and over,Both sexes,4270.0
5938,2023,15 years and over,Male,2089.6
5939,2023,15 years and over,Female,2180.3
5946,2023,25 - 44 years,Both sexes,1457.7
5947,2023,25 - 44 years,Male,708.2
5948,2023,25 - 44 years,Female,749.6
5961,2023,45 - 64 years,Both sexes,1338.7
5962,2023,45 - 64 years,Male,661.5
5963,2023,45 - 64 years,Female,677.2
5976,2023,65 years and over,Both sexes,806.3
5977,2023,65 years and over,Male,379.9
5978,2023,65 years and over,Female,426.4
5991,2023,All ages,Both sexes,5281.6
5992,2023,All ages,Male,2606.2
5993,2023,All ages,Female,2675.4
