,year,age_group,sex,value
1011,1962,35 - 39 years,Both sexes,164.3
1012,1962,35 - 39 years,Male,80.6
1013,1962,35 - 39 years,Female,83.7
1014,1962,40 - 44 years,Both sexes,168.9
1015,1962,40 - 44 years,Male,84.1
1016,1962,40 - 44 years,Female,84.8
1017,1962,45 - 49 years,Both sexes,172.9
1018,1962,45 - 49 years,Male,87.9
1019,1962,45 - 49 years,Female,85.0
1023,1962,50 - 54 years,Both sexes,158.6
1024,1962,50 - 54 years,Male,82.2
1025,1962,50 - 54 years,Female,76.4
1026,1962,55 - 59 years,Both sexes,138.2
1027,1962,55 - 59 years,Male,70.0
1028,1962,55 - 59 years,Female,68.2
1029,1962,60 - 64 years,Both sexes,129.6
1030,1962,60 - 64 years,Male,63.9
1031,1962,60 - 64 years,Female,65.7
1032,1962,65 - 69 years,Both sexes,105.5
1033,1962,65 - 69 years,Male,51.9
1034,1962,65 - 69 years,Female,53.6
1038,1962,70 - 74 years,Both sexes,92.2
1039,1962,70 - 74 years,Male,43.7
1040,1962,70 - 74 years,Female,48.5
1041,1962,75 - 79 years,Both sexes,63.1
1042,1962,75 - 79 years,Male,29.5
1043,1962,75 - 79 years,Female,33.6
1044,1962,80 - 84 years,Both sexes,36.8
1045,1962,80 - 84 years,Male,16.5
1046,1962,80 - 84 years,Female,20.3
1047,1962,85 years and over,Both sexes,18.9
1048,1962,85 years and over,Male,7.8
1049,1962,85 years and over,Female,11.1
1056,1963,0 - 4 years,Both sexes,307.4
1057,1963,0 - 4 years,Male,156.9
1058,1963,0 - 4 years,Female,150.5
1065,1963,5 - 9 years,Both sexes,292.7
1066,1963,5 - 9 years,Male,149.5
1067,1963,5 - 9 years,Female,143.2
1068,1963,10 - 14 years,Both sexes,288.0
1069,1963,10 - 14 years,Male,147.6
1070,1963,10 - 14 years,Female,140.4
1071,1963,15 - 19 years,Both sexes,244.3
1072,1963,15 - 19 years,Male,125.7
1073,1963,15 - 19 years,Female,118.6
1080,1963,20 - 24 years,Both sexes,169.2
1081,1963,20 - 24 years,Male,86.3
1082,1963,20 - 24 years,Female,82.9
1083,1963,25 - 29 years,Both sexes,147.2
1084,1963,25 - 29 years,Male,73.5
1085,1963,25 - 29 years,Female,73.7
1089,1963,30 - 34 years,Both sexes,150.6
1090,1963,30 - 34 years,Male,74.8
1091,1963,30 - 34 years,Female,75.8
1092,1963,35 - 39 years,Both sexes,162.2
1093,1963,35 - 39 years,Male,79.8
1094,1963,35 - 39 years,Female,82.4
1095,1963,40 - 44 years,Both sexes,167.9
1096,1963,40 - 44 years,Male,83.5
1097,1963,40 - 44 years,Female,84.4
1098,1963,45 - 49 years,Both sexes,171.8
1099,1963,45 - 49 years,Male,87.1
1100,1963,45 - 49 years,Female,84.7
1104,1963,50 - 54 years,Both sexes,160.5
1105,1963,50 - 54 years,Male,82.9
1106,1963,50 - 54 years,Female,77.6
1107,1963,55 - 59 years,Both sexes,140.7
1108,1963,55 - 59 years,Male,71.6
1109,1963,55 - 59 years,Female,69.1
1110,1963,60 - 64 years,Both sexes,128.5
1111,1963,60 - 64 years,Male,63.5
1112,1963,60 - 64 years,Female,65.0
1113,1963,65 - 69 years,Both sexes,107.9
1114,1963,65 - 69 years,Male,52.8
1115,1963,65 - 69 years,Female,55.1
1119,1963,70 - 74 years,Both sexes,92.0
1120,1963,70 - 74 years,Male,43.5
1121,1963,70 - 74 years,Female,48.5
1122,1963,75 - 79 years,Both sexes,63.2
1123,1963,75 - 79 years,Male,29.4
1124,1963,75 - 79 years,Female,33.8
1125,1963,80 - 84 years,Both sexes,36.6
1126,1963,80 - 84 years,Male,16.4
1127,1963,80 - 84 years,Female,20.2
1128,1963,85 years and over,Both sexes,19.3
1129,1963,85 years and over,Male,7.9
1130,1963,85 years and over,Female,11.4
1137,1964,0 - 4 years,Both sexes,310.5
1138,1964,0 - 4 years,Male,158.5
1139,1964,0 - 4 years,Female,152.0
1146,1964,5 - 9 years,Both sexes,295.1
1147,1964,5 - 9 years,Male,150.7
1148,1964,5 - 9 years,Female,144.4
1149,1964,10 - 14 years,Both sexes,287.4
1150,1964,10 - 14 years,Male,147.1
1151,1964,10 - 14 years,Female,140.3
1152,1964,15 - 19 years,Both sexes,249.6
1153,1964,15 - 19 years,Male,128.4
1154,1964,15 - 19 years,Female,121.2
1161,1964,20 - 24 years,Both sexes,174.7
1162,1964,20 - 24 years,Male,89.2
1163,1964,20 - 24 years,Female,85.5
1164,1964,25 - 29 years,Both sexes,148.1
1165,1964,25 - 29 years,Male,74.1
1166,1964,25 - 29 years,Female,74.0
1170,1964,30 - 34 years,Both sexes,149.4
1171,1964,30 - 34 years,Male,74.6
1172,1964,30 - 34 years,Female,74.8
1173,1964,35 - 39 years,Both sexes,159.8
1174,1964,35 - 39 years,Male,78.8
1175,1964,35 - 39 years,Female,81.0
1176,1964,40 - 44 years,Both sexes,166.6
1177,1964,40 - 44 years,Male,82.8
1178,1964,40 - 44 years,Female,83.8
1179,1964,45 - 49 years,Both sexes,170.1
1180,1964,45 - 49 years,Male,86.0
1181,1964,45 - 49 years,Female,84.1
1185,1964,50 - 54 years,Both sexes,162.1
1186,1964,50 - 54 years,Male,83.5
1187,1964,50 - 54 years,Female,78.6
1188,1964,55 - 59 years,Both sexes,142.9
1189,1964,55 - 59 years,Male,73.1
1190,1964,55 - 59 years,Female,69.8
1191,1964,60 - 64 years,Both sexes,127.0
1192,1964,60 - 64 years,Male,62.9
1193,1964,60 - 64 years,Female,64.1
1194,1964,65 - 69 years,Both sexes,110.1
1195,1964,65 - 69 years,Male,53.6
1196,1964,65 - 69 years,Female,56.5
1200,1964,70 - 74 years,Both sexes,91.4
1201,1964,70 - 74 years,Male,43.1
1202,1964,70 - 74 years,Female,48.3
1203,1964,75 - 79 years,Both sexes,63.1
1204,1964,75 - 79 years,Male,29.2
1205,1964,75 - 79 years,Female,33.9
1206,1964,80 - 84 years,Both sexes,36.3
1207,1964,80 - 84 years,Male,16.2
1208,1964,80 - 84 years,Female,20.1
1209,1964,85 years and over,Both sexes,19.6
1210,1964,85 years and over,Male,8.0
1211,1964,85 years and over,Female,11.6
1218,1965,0 - 4 years,Both sexes,313.4
1219,1965,0 - 4 years,Male,160.1
1220,1965,0 - 4 years,Female,153.3
1227,1965,5 - 9 years,Both sexes,297.2
1228,1965,5 - 9 years,Male,151.7
1229,1965,5 - 9 years,Female,145.5
1230,1965,10 - 14 years,Both sexes,286.6
1231,1965,10 - 14 years,Male,146.5
1232,1965,10 - 14 years,Female,140.1
1233,1965,15 - 19 years,Both sexes,254.6
1234,1965,15 - 19 years,Male,131.0
1235,1965,15 - 19 years,Female,123.6
1242,1965,20 - 24 years,Both sexes,180.1
1243,1965,20 - 24 years,Male,92.0
1244,1965,20 - 24 years,Female,88.1
1245,1965,25 - 29 years,Both sexes,148.8
1246,1965,25 - 29 years,Male,74.6
1247,1965,25 - 29 years,Female,74.2
1251,1965,30 - 34 years,Both sexes,148.2
1252,1965,30 - 34 years,Male,74.3
1253,1965,30 - 34 years,Female,73.9
1254,1965,35 - 39 years,Both sexes,157.2
1255,1965,35 - 39 years,Male,77.8
1256,1965,35 - 39 years,Female,79.4
1257,1965,40 - 44 years,Both sexes,165.2
1258,1965,40 - 44 years,Male,82.0
1259,1965,40 - 44 years,Female,83.2
1260,1965,45 - 49 years,Both sexes,168.4
1261,1965,45 - 49 years,Male,84.9
1262,1965,45 - 49 years,Female,83.5
1266,1965,50 - 54 years,Both sexes,163.7
1267,1965,50 - 54 years,Male,84.0
1268,1965,50 - 54 years,Female,79.7
1269,1965,55 - 59 years,Both sexes,145.0
1270,1965,55 - 59 years,Male,74.5
1271,1965,55 - 59 years,Female,70.5
1272,1965,60 - 64 years,Both sexes,125.5
1273,1965,60 - 64 years,Male,62.3
1274,1965,60 - 64 years,Female,63.2
1275,1965,65 - 69 years,Both sexes,112.3
1276,1965,65 - 69 years,Male,54.4
1277,1965,65 - 69 years,Female,57.9
1281,1965,70 - 74 years,Both sexes,90.8
1282,1965,70 - 74 years,Male,42.7
1283,1965,70 - 74 years,Female,48.1
1284,1965,75 - 79 years,Both sexes,63.0
1285,1965,75 - 79 years,Male,29.0
1286,1965,75 - 79 years,Female,34.0
1287,1965,80 - 84 years,Both sexes,35.9
1288,1965,80 - 84 years,Male,16.0
1289,1965,80 - 84 years,Female,19.9
1290,1965,85 years and over,Both sexes,19.9
1291,1965,85 years and over,Male,8.0
1292,1965,85 years and over,Female,11.9
1299,1966,0 - 4 years,Both sexes,315.9
1300,1966,0 - 4 years,Male,161.3
1301,1966,0 - 4 years,Female,154.6
1308,1966,5 - 9 years,Both sexes,299.0
1309,1966,5 - 9 years,Male,152.4
1310,1966,5 - 9 years,Female,146.5
1311,1966,10 - 14 years,Both sexes,285.5
1312,1966,10 - 14 years,Male,145.6
1313,1966,10 - 14 years,Female,139.8
1314,1966,15 - 19 years,Both sexes,259.4
1315,1966,15 - 19 years,Male,133.3
1316,1966,15 - 19 years,Female,126.0
1323,1966,20 - 24 years,Both sexes,185.3
1324,1966,20 - 24 years,Male,94.7
1325,1966,20 - 24 years,Female,90.6
1326,1966,25 - 29 years,Both sexes,149.3
1327,1966,25 - 29 years,Male,75.0
1328,1966,25 - 29 years,Female,74.3
1332,1966,30 - 34 years,Both sexes,146.6
1333,1966,30 - 34 years,Male,73.8
1334,1966,30 - 34 years,Female,72.8
1335,1966,35 - 39 years,Both sexes,154.3
1336,1966,35 - 39 years,Male,76.5
1337,1966,35 - 39 years,Female,77.8
1338,1966,40 - 44 years,Both sexes,163.4
1339,1966,40 - 44 years,Male,81.0
1340,1966,40 - 44 years,Female,82.4
1341,1966,45 - 49 years,Both sexes,166.5
1342,1966,45 - 49 years,Male,83.6
1343,1966,45 - 49 years,Female,82.9
1347,1966,50 - 54 years,Both sexes,165.0
1348,1966,50 - 54 years,Male,84.3
1349,1966,50 - 54 years,Female,80.6
1350,1966,55 - 59 years,Both sexes,147.1
1351,1966,55 - 59 years,Male,75.8
1352,1966,55 - 59 years,Female,71.2
1353,1966,60 - 64 years,Both sexes,123.8
1354,1966,60 - 64 years,Male,61.6
1355,1966,60 - 64 years,Female,62.2
1356,1966,65 - 69 years,Both sexes,114.2
1357,1966,65 - 69 years,Male,55.0
1358,1966,65 - 69 years,Female,59.2
1362,1966,70 - 74 years,Both sexes,90.1
1363,1966,70 - 74 years,Male,42.2
1364,1966,70 - 74 years,Female,47.9
1365,1966,75 - 79 years,Both sexes,62.8
1366,1966,75 - 79 years,Male,28.7
1367,1966,75 - 79 years,Female,34.1
1368,1966,80 - 84 years,Both sexes,35.6
1369,1966,80 - 84 years,Male,15.8
1370,1966,80 - 84 years,Female,19.8
1371,1966,85 years and over,Both sexes,20.3
1372,1966,85 years and over,Male,8.1
1373,1966,85 years and over,Female,12.2
1380,1967,0 - 4 years,Both sexes,315.6
1381,1967,0 - 4 years,Male,161.3
1382,1967,0 - 4 years,Female,154.3
1389,1967,5 - 9 years,Both sexes,302.1
1390,1967,5 - 9 years,Male,154.1
1391,1967,5 - 9 years,Female,148.0
1392,1967,10 - 14 years,Both sexes,287.6
1393,1967,10 - 14 years,Male,146.7
1394,1967,10 - 14 years,Female,140.9
1395,1967,15 - 19 years,Both sexes,260.7
1396,1967,15 - 19 years,Male,133.9
1397,1967,15 - 19 years,Female,126.8
1404,1967,20 - 24 years,Both sexes,191.0
1405,1967,20 - 24 years,Male,97.6
1406,1967,20 - 24 years,Female,93.4
1407,1967,25 - 29 years,Both sexes,153.9
1408,1967,25 - 29 years,Male,77.4
1409,1967,25 - 29 years,Female,76.5
1413,1967,30 - 34 years,Both sexes,147.4
1414,1967,30 - 34 years,Male,74.4
1415,1967,30 - 34 years,Female,73.0
1416,1967,35 - 39 years,Both sexes,153.2
1417,1967,35 - 39 years,Male,76.3
1418,1967,35 - 39 years,Female,76.9
1419,1967,40 - 44 years,Both sexes,161.2
1420,1967,40 - 44 years,Male,80.0
1421,1967,40 - 44 years,Female,81.2
1422,1967,45 - 49 years,Both sexes,165.2
1423,1967,45 - 49 years,Male,82.8
1424,1967,45 - 49 years,Female,82.4
1428,1967,50 - 54 years,Both sexes,163.6
1429,1967,50 - 54 years,Male,83.4
1430,1967,50 - 54 years,Female,80.2
1431,1967,55 - 59 years,Both sexes,148.4
1432,1967,55 - 59 years,Male,76.3
1433,1967,55 - 59 years,Female,72.1
1434,1967,60 - 64 years,Both sexes,125.7
1435,1967,60 - 64 years,Male,62.9
1436,1967,60 - 64 years,Female,62.8
1437,1967,65 - 69 years,Both sexes,113.7
1438,1967,65 - 69 years,Male,54.9
1439,1967,65 - 69 years,Female,58.8
1443,1967,70 - 74 years,Both sexes,91.7
1444,1967,70 - 74 years,Male,42.6
1445,1967,70 - 74 years,Female,49.1
1446,1967,75 - 79 years,Both sexes,62.5
1447,1967,75 - 79 years,Male,28.5
1448,1967,75 - 79 years,Female,34.0
1449,1967,80 - 84 years,Both sexes,35.8
1450,1967,80 - 84 years,Male,15.8
1451,1967,80 - 84 years,Female,20.0
1452,1967,85 years and over,Both sexes,20.4
1453,1967,85 years and over,Male,8.1
1454,1967,85 years and over,Female,12.3
1461,1968,0 - 4 years,Both sexes,314.8
1462,1968,0 - 4 years,Male,161.0
1463,1968,0 - 4 years,Female,153.8
1470,1968,5 - 9 years,Both sexes,305.0
1471,1968,5 - 9 years,Male,155.6
1472,1968,5 - 9 years,Female,149.4
1473,1968,10 - 14 years,Both sexes,289.6
1474,1968,10 - 14 years,Male,147.7
1475,1968,10 - 14 years,Female,141.9
1476,1968,15 - 19 years,Both sexes,261.8
1477,1968,15 - 19 years,Male,134.3
1478,1968,15 - 19 years,Female,127.5
1485,1968,20 - 24 years,Both sexes,196.5
1486,1968,20 - 24 years,Male,100.5
1487,1968,20 - 24 years,Female,96.0
1488,1968,25 - 29 years,Both sexes,158.1
1489,1968,25 - 29 years,Male,79.8
1490,1968,25 - 29 years,Female,78.3
1494,1968,30 - 34 years,Both sexes,148.1
1495,1968,30 - 34 years,Male,74.9
1496,1968,30 - 34 years,Female,73.2
1497,1968,35 - 39 years,Both sexes,151.9
1498,1968,35 - 39 years,Male,75.9
1499,1968,35 - 39 years,Female,76.0
1500,1968,40 - 44 years,Both sexes,158.8
1501,1968,40 - 44 years,Male,79.1
1502,1968,40 - 44 years,Female,79.7
1503,1968,45 - 49 years,Both sexes,163.5
1504,1968,45 - 49 years,Male,81.8
1505,1968,45 - 49 years,Female,81.7
1509,1968,50 - 54 years,Both sexes,162.2
1510,1968,50 - 54 years,Male,82.4
1511,1968,50 - 54 years,Female,79.8
1512,1968,55 - 59 years,Both sexes,149.6
1513,1968,55 - 59 years,Male,76.6
1514,1968,55 - 59 years,Female,73.0
1515,1968,60 - 64 years,Both sexes,127.4
1516,1968,60 - 64 years,Male,64.0
1517,1968,60 - 64 years,Female,63.4
1518,1968,65 - 69 years,Both sexes,113.0
1519,1968,65 - 69 years,Male,54.7
1520,1968,65 - 69 years,Female,58.3
1524,1968,70 - 74 years,Both sexes,93.4
1525,1968,70 - 74 years,Male,43.1
1526,1968,70 - 74 years,Female,50.3
1527,1968,75 - 79 years,Both sexes,62.2
1528,1968,75 - 79 years,Male,28.3
1529,1968,75 - 79 years,Female,33.9
1530,1968,80 - 84 years,Both sexes,35.8
1531,1968,80 - 84 years,Male,15.7
1532,1968,80 - 84 years,Female,20.1
1533,1968,85 years and over,Both sexes,20.5
1534,1968,85 years and over,Male,8.1
1535,1968,85 years and over,Female,12.4
1542,1969,0 - 4 years,Both sexes,313.9
1543,1969,0 - 4 years,Male,160.6
1544,1969,0 - 4 years,Female,153.3
1551,1969,5 - 9 years,Both sexes,307.8
1552,1969,5 - 9 years,Male,157.1
1553,1969,5 - 9 years,Female,150.7
1554,1969,10 - 14 years,Both sexes,291.6
1555,1969,10 - 14 years,Male,148.6
1556,1969,10 - 14 years,Female,143.0
1557,1969,15 - 19 years,Both sexes,262.9
1558,1969,15 - 19 years,Male,134.7
1559,1969,15 - 19 years,Female,128.2
1566,1969,20 - 24 years,Both sexes,202.0
1567,1969,20 - 24 years,Male,103.2
1568,1969,20 - 24 years,Female,98.8
1569,1969,25 - 29 years,Both sexes,162.5
1570,1969,25 - 29 years,Male,82.2
1571,1969,25 - 29 years,Female,80.3
1575,1969,30 - 34 years,Both sexes,148.7
1576,1969,30 - 34 years,Male,75.2
1577,1969,30 - 34 years,Female,73.5
1578,1969,35 - 39 years,Both sexes,150.6
1579,1969,35 - 39 years,Male,75.7
1580,1969,35 - 39 years,Female,74.9
1581,1969,40 - 44 years,Both sexes,156.3
1582,1969,40 - 44 years,Male,77.9
1583,1969,40 - 44 years,Female,78.4
1584,1969,45 - 49 years,Both sexes,162.0
1585,1969,45 - 49 years,Male,80.9
1586,1969,45 - 49 years,Female,81.1
1590,1969,50 - 54 years,Both sexes,160.7
1591,1969,50 - 54 years,Male,81.4
1592,1969,50 - 54 years,Female,79.3
1593,1969,55 - 59 years,Both sexes,150.9
1594,1969,55 - 59 years,Male,77.1
1595,1969,55 - 59 years,Female,73.8
1596,1969,60 - 64 years,Both sexes,129.3
1597,1969,60 - 64 years,Male,65.2
1598,1969,60 - 64 years,Female,64.1
1599,1969,65 - 69 years,Both sexes,112.3
1600,1969,65 - 69 years,Male,54.6
1601,1969,65 - 69 years,Female,57.7
1605,1969,70 - 74 years,Both sexes,95.0
1606,1969,70 - 74 years,Male,43.5
1607,1969,70 - 74 years,Female,51.5
1608,1969,75 - 79 years,Both sexes,62.0
1609,1969,75 - 79 years,Male,28.2
1610,1969,75 - 79 years,Female,33.8
1611,1969,80 - 84 years,Both sexes,36.0
1612,1969,80 - 84 years,Male,15.8
1613,1969,80 - 84 years,Female,20.2
1614,1969,85 years and over,Both sexes,20.7
1615,1969,85 years and over,Male,8.1
1616,1969,85 years and over,Female,12.6
1623,1970,0 - 4 years,Both sexes,314.4
1624,1970,0 - 4 years,Male,161.1
1625,1970,0 - 4 years,Female,153.3
1632,1970,5 - 9 years,Both sexes,312.0
1633,1970,5 - 9 years,Male,159.3
1634,1970,5 - 9 years,Female,152.7
1635,1970,10 - 14 years,Both sexes,294.8
1636,1970,10 - 14 years,Male,150.2
1637,1970,10 - 14 years,Female,144.6
1638,1970,15 - 19 years,Both sexes,264.9
1639,1970,15 - 19 years,Male,135.5
1640,1970,15 - 19 years,Female,129.4
1647,1970,20 - 24 years,Both sexes,208.5
1648,1970,20 - 24 years,Male,106.6
1649,1970,20 - 24 years,Female,101.9
1650,1970,25 - 29 years,Both sexes,167.5
1651,1970,25 - 29 years,Male,84.8
1652,1970,25 - 29 years,Female,82.7
1656,1970,30 - 34 years,Both sexes,149.9
1657,1970,30 - 34 years,Male,76.0
1658,1970,30 - 34 years,Female,73.9
1659,1970,35 - 39 years,Both sexes,149.8
1660,1970,35 - 39 years,Male,75.5
1661,1970,35 - 39 years,Female,74.3
1662,1970,40 - 44 years,Both sexes,154.5
1663,1970,40 - 44 years,Male,77.2
1664,1970,40 - 44 years,Female,77.3
1665,1970,45 - 49 years,Both sexes,160.9
1666,1970,45 - 49 years,Male,80.1
1667,1970,45 - 49 years,Female,80.8
1671,1970,50 - 54 years,Both sexes,159.8
1672,1970,50 - 54 years,Male,80.7
1673,1970,50 - 54 years,Female,79.1
1674,1970,55 - 59 years,Both sexes,152.8
1675,1970,55 - 59 years,Male,77.7
1676,1970,55 - 59 years,Female,75.1
1677,1970,60 - 64 years,Both sexes,131.6
1678,1970,60 - 64 years,Male,66.6
1679,1970,60 - 64 years,Female,65.0
1680,1970,65 - 69 years,Both sexes,112.2
1681,1970,65 - 69 years,Male,54.6
1682,1970,65 - 69 years,Female,57.6
1686,1970,70 - 74 years,Both sexes,97.0
1687,1970,70 - 74 years,Male,44.0
1688,1970,70 - 74 years,Female,53.0
1689,1970,75 - 79 years,Both sexes,62.1
1690,1970,75 - 79 years,Male,28.1
1691,1970,75 - 79 years,Female,34.0
1692,1970,80 - 84 years,Both sexes,36.3
1693,1970,80 - 84 years,Male,15.7
1694,1970,80 - 84 years,Female,20.6
1695,1970,85 years and over,Both sexes,20.9
1696,1970,85 years and over,Male,8.2
1697,1970,85 years and over,Female,12.7
1704,1971,0 - 4 years,Both sexes,315.6
1705,1971,0 - 4 years,Male,161.8
1706,1971,0 - 4 years,Female,153.8
1713,1971,5 - 9 years,Both sexes,316.9
1714,1971,5 - 9 years,Male,161.8
1715,1971,5 - 9 years,Female,155.1
1716,1971,10 - 14 years,Both sexes,298.6
1717,1971,10 - 14 years,Male,152.1
1718,1971,10 - 14 years,Female,146.4
1719,1971,15 - 19 years,Both sexes,267.7
1720,1971,15 - 19 years,Male,136.8
1721,1971,15 - 19 years,Female,131.0
1728,1971,20 - 24 years,Both sexes,215.3
1729,1971,20 - 24 years,Male,110.0
1730,1971,20 - 24 years,Female,105.3
1731,1971,25 - 29 years,Both sexes,173.0
1732,1971,25 - 29 years,Male,87.7
1733,1971,25 - 29 years,Female,85.3
1737,1971,30 - 34 years,Both sexes,151.4
1738,1971,30 - 34 years,Male,76.8
1739,1971,30 - 34 years,Female,74.5
1740,1971,35 - 39 years,Both sexes,149.1
1741,1971,35 - 39 years,Male,75.5
1742,1971,35 - 39 years,Female,73.6
1743,1971,40 - 44 years,Both sexes,152.7
1744,1971,40 - 44 years,Male,76.4
1745,1971,40 - 44 years,Female,76.3
1746,1971,45 - 49 years,Both sexes,160.1
1747,1971,45 - 49 years,Male,79.5
1748,1971,45 - 49 years,Female,80.6
1752,1971,50 - 54 years,Both sexes,159.1
1753,1971,50 - 54 years,Male,80.0
1754,1971,50 - 54 years,Female,79.0
1755,1971,55 - 59 years,Both sexes,154.8
1756,1971,55 - 59 years,Male,78.4
1757,1971,55 - 59 years,Female,76.4
1758,1971,60 - 64 years,Both sexes,134.1
1759,1971,60 - 64 years,Male,68.1
1760,1971,60 - 64 years,Female,65.9
1761,1971,65 - 69 years,Both sexes,111.8
1762,1971,65 - 69 years,Male,54.5
1763,1971,65 - 69 years,Female,57.3
1767,1971,70 - 74 years,Both sexes,99.0
1768,1971,70 - 74 years,Male,44.6
1769,1971,70 - 74 years,Female,54.4
1770,1971,75 - 79 years,Both sexes,61.8
1771,1971,75 - 79 years,Male,27.8
1772,1971,75 - 79 years,Female,34.0
1773,1971,80 - 84 years,Both sexes,36.4
1774,1971,80 - 84 years,Male,15.7
1775,1971,80 - 84 years,Female,20.7
1776,1971,85 years and over,Both sexes,20.9
1777,1971,85 years and over,Male,8.1
1778,1971,85 years and over,Female,12.8
1785,1972,0 - 4 years,Both sexes,319.1
1786,1972,0 - 4 years,Male,163.6
1787,1972,0 - 4 years,Female,155.5
1794,1972,5 - 9 years,Both sexes,320.9
1795,1972,5 - 9 years,Male,163.9
1796,1972,5 - 9 years,Female,157.0
1797,1972,10 - 14 years,Both sexes,303.0
1798,1972,10 - 14 years,Male,154.5
1799,1972,10 - 14 years,Female,148.5
1800,1972,15 - 19 years,Both sexes,273.5
1801,1972,15 - 19 years,Male,139.7
1802,1972,15 - 19 years,Female,133.8
1809,1972,20 - 24 years,Both sexes,221.2
1810,1972,20 - 24 years,Male,113.0
1811,1972,20 - 24 years,Female,108.2
1812,1972,25 - 29 years,Both sexes,180.7
1813,1972,25 - 29 years,Male,91.6
1814,1972,25 - 29 years,Female,89.0
1818,1972,30 - 34 years,Both sexes,159.2
1819,1972,30 - 34 years,Male,80.9
1820,1972,30 - 34 years,Female,78.3
1821,1972,35 - 39 years,Both sexes,152.5
1822,1972,35 - 39 years,Male,77.4
1823,1972,35 - 39 years,Female,75.1
1824,1972,40 - 44 years,Both sexes,153.6
1825,1972,40 - 44 years,Male,77.1
1826,1972,40 - 44 years,Female,76.5
1827,1972,45 - 49 years,Both sexes,159.4
1828,1972,45 - 49 years,Male,79.4
1829,1972,45 - 49 years,Female,80.0
1833,1972,50 - 54 years,Both sexes,158.4
1834,1972,50 - 54 years,Male,79.6
1835,1972,50 - 54 years,Female,78.8
1836,1972,55 - 59 years,Both sexes,154.9
1837,1972,55 - 59 years,Male,78.2
1838,1972,55 - 59 years,Female,76.7
1839,1972,60 - 64 years,Both sexes,134.6
1840,1972,60 - 64 years,Male,68.1
1841,1972,60 - 64 years,Female,66.4
1842,1972,65 - 69 years,Both sexes,114.3
1843,1972,65 - 69 years,Male,55.7
1844,1972,65 - 69 years,Female,58.6
1848,1972,70 - 74 years,Both sexes,99.0
1849,1972,70 - 74 years,Male,44.7
1850,1972,70 - 74 years,Female,54.2
1851,1972,75 - 79 years,Both sexes,62.6
1852,1972,75 - 79 years,Male,27.9
1853,1972,75 - 79 years,Female,34.7
1854,1972,80 - 84 years,Both sexes,36.6
1855,1972,80 - 84 years,Male,15.6
1856,1972,80 - 84 years,Female,21.0
1857,1972,85 years and over,Both sexes,21.1
1858,1972,85 years and over,Male,8.1
1859,1972,85 years and over,Female,13.0
1866,1973,0 - 4 years,Both sexes,322.9
1867,1973,0 - 4 years,Male,165.5
1868,1973,0 - 4 years,Female,157.4
1875,1973,5 - 9 years,Both sexes,325.0
1876,1973,5 - 9 years,Male,166.1
1877,1973,5 - 9 years,Female,158.9
1878,1973,10 - 14 years,Both sexes,307.7
1879,1973,10 - 14 years,Male,157.0
1880,1973,10 - 14 years,Female,150.7
1881,1973,15 - 19 years,Both sexes,279.5
1882,1973,15 - 19 years,Male,142.8
1883,1973,15 - 19 years,Female,136.7
1890,1973,20 - 24 years,Both sexes,227.4
1891,1973,20 - 24 years,Male,116.1
1892,1973,20 - 24 years,Female,111.3
1893,1973,25 - 29 years,Both sexes,188.6
1894,1973,25 - 29 years,Male,95.7
1895,1973,25 - 29 years,Female,92.9
1899,1973,30 - 34 years,Both sexes,167.3
1900,1973,30 - 34 years,Male,85.1
1901,1973,30 - 34 years,Female,82.2
1902,1973,35 - 39 years,Both sexes,156.1
1903,1973,35 - 39 years,Male,79.3
1904,1973,35 - 39 years,Female,76.7
1905,1973,40 - 44 years,Both sexes,154.6
1906,1973,40 - 44 years,Male,77.8
1907,1973,40 - 44 years,Female,76.8
1908,1973,45 - 49 years,Both sexes,158.6
1909,1973,45 - 49 years,Male,79.3
1910,1973,45 - 49 years,Female,79.4
1914,1973,50 - 54 years,Both sexes,157.7
1915,1973,50 - 54 years,Male,79.1
1916,1973,50 - 54 years,Female,78.5
1917,1973,55 - 59 years,Both sexes,154.9
1918,1973,55 - 59 years,Male,78.0
1919,1973,55 - 59 years,Female,76.9
1920,1973,60 - 64 years,Both sexes,135.1
1921,1973,60 - 64 years,Male,68.2
1922,1973,60 - 64 years,Female,67.0
1923,1973,65 - 69 years,Both sexes,117.0
1924,1973,65 - 69 years,Male,57.0
1925,1973,65 - 69 years,Female,60.0
1929,1973,70 - 74 years,Both sexes,99.0
1930,1973,70 - 74 years,Male,44.9
1931,1973,70 - 74 years,Female,54.1
1932,1973,75 - 79 years,Both sexes,63.5
1933,1973,75 - 79 years,Male,28.1
1934,1973,75 - 79 years,Female,35.4
1935,1973,80 - 84 years,Both sexes,36.8
1936,1973,80 - 84 years,Male,15.5
1937,1973,80 - 84 years,Female,21.3
1938,1973,85 years and over,Both sexes,21.3
1939,1973,85 years and over,Male,8.1
1940,1973,85 years and over,Female,13.2
1947,1974,0 - 4 years,Both sexes,326.7
1948,1974,0 - 4 years,Male,167.4
1949,1974,0 - 4 years,Female,159.3
1956,1974,5 - 9 years,Both sexes,329.4
1957,1974,5 - 9 years,Male,168.4
1958,1974,5 - 9 years,Female,161.0
1959,1974,10 - 14 years,Both sexes,312.7
1960,1974,10 - 14 years,Male,159.7
1961,1974,10 - 14 years,Female,153.0
1962,1974,15 - 19 years,Both sexes,285.8
1963,1974,15 - 19 years,Male,146.0
1964,1974,15 - 19 years,Female,139.8
