,year,age_group,sex,value
4555,2006,15 - 19 years,Male,148.7
4556,2006,15 - 19 years,Female,142.2
4563,2006,20 - 24 years,Both sexes,347.5
4564,2006,20 - 24 years,Male,175.5
4565,2006,20 - 24 years,Female,172.0
4566,2006,25 - 29 years,Both sexes,375.2
4567,2006,25 - 29 years,Male,190.2
4568,2006,25 - 29 years,Female,185.0
4572,2006,30 - 34 years,Both sexes,347.9
4573,2006,30 - 34 years,Male,176.4
4574,2006,30 - 34 years,Female,171.5
4575,2006,35 - 39 years,Both sexes,320.4
4576,2006,35 - 39 years,Male,162.8
4577,2006,35 - 39 years,Female,157.7
4578,2006,40 - 44 years,Both sexes,299.8
4579,2006,40 - 44 years,Male,150.4
4580,2006,40 - 44 years,Female,149.3
4581,2006,45 - 49 years,Both sexes,273.8
4582,2006,45 - 49 years,Male,137.4
4583,2006,45 - 49 years,Female,136.4
4587,2006,50 - 54 years,Both sexes,246.4
4588,2006,50 - 54 years,Male,124.1
4589,2006,50 - 54 years,Female,122.3
4590,2006,55 - 59 years,Both sexes,223.9
4591,2006,55 - 59 years,Male,113.2
4592,2006,55 - 59 years,Female,110.7
4593,2006,60 - 64 years,Both sexes,179.8
4594,2006,60 - 64 years,Male,90.6
4595,2006,60 - 64 years,Female,89.1
4596,2006,65 - 69 years,Both sexes,141.2
4597,2006,65 - 69 years,Male,69.9
4598,2006,65 - 69 years,Female,71.4
4602,2006,70 - 74 years,Both sexes,117.5
4603,2006,70 - 74 years,Male,55.8
4604,2006,70 - 74 years,Female,61.7
4605,2006,75 - 79 years,Both sexes,91.4
4606,2006,75 - 79 years,Male,39.7
4607,2006,75 - 79 years,Female,51.8
4608,2006,80 - 84 years,Both sexes,64.4
4609,2006,80 - 84 years,Male,24.5
4610,2006,80 - 84 years,Female,39.9
4611,2006,85 years and over,Both sexes,47.8
4612,2006,85 years and over,Male,14.8
4613,2006,85 years and over,Female,33.1
4620,2007,0 - 4 years,Both sexes,310.5
4621,2007,0 - 4 years,Male,159.4
4622,2007,0 - 4 years,Female,151.1
4629,2007,5 - 9 years,Both sexes,297.2
4630,2007,5 - 9 years,Male,151.9
4631,2007,5 - 9 years,Female,145.4
4632,2007,10 - 14 years,Both sexes,276.5
4633,2007,10 - 14 years,Male,141.9
4634,2007,10 - 14 years,Female,134.6
4635,2007,15 - 19 years,Both sexes,291.4
4636,2007,15 - 19 years,Male,147.5
4637,2007,15 - 19 years,Female,144.0
4644,2007,20 - 24 years,Both sexes,371.7
4645,2007,20 - 24 years,Male,187.6
4646,2007,20 - 24 years,Female,184.1
4647,2007,25 - 29 years,Both sexes,399.8
4648,2007,25 - 29 years,Male,202.6
4649,2007,25 - 29 years,Female,197.2
4653,2007,30 - 34 years,Both sexes,361.3
4654,2007,30 - 34 years,Male,184.6
4655,2007,30 - 34 years,Female,176.8
4656,2007,35 - 39 years,Both sexes,335.3
4657,2007,35 - 39 years,Male,171.3
4658,2007,35 - 39 years,Female,164.0
4659,2007,40 - 44 years,Both sexes,308.1
4660,2007,40 - 44 years,Male,154.9
4661,2007,40 - 44 years,Female,153.2
4662,2007,45 - 49 years,Both sexes,281.2
4663,2007,45 - 49 years,Male,141.2
4664,2007,45 - 49 years,Female,140.1
4668,2007,50 - 54 years,Both sexes,253.2
4669,2007,50 - 54 years,Male,127.4
4670,2007,50 - 54 years,Female,125.8
4671,2007,55 - 59 years,Both sexes,227.9
4672,2007,55 - 59 years,Male,115.2
4673,2007,55 - 59 years,Female,112.7
4674,2007,60 - 64 years,Both sexes,190.7
4675,2007,60 - 64 years,Male,96.1
4676,2007,60 - 64 years,Female,94.5
4677,2007,65 - 69 years,Both sexes,144.1
4678,2007,65 - 69 years,Male,71.9
4679,2007,65 - 69 years,Female,72.2
4683,2007,70 - 74 years,Both sexes,119.5
4684,2007,70 - 74 years,Male,56.9
4685,2007,70 - 74 years,Female,62.6
4686,2007,75 - 79 years,Both sexes,92.5
4687,2007,75 - 79 years,Male,40.8
4688,2007,75 - 79 years,Female,51.6
4689,2007,80 - 84 years,Both sexes,65.6
4690,2007,80 - 84 years,Male,25.0
4691,2007,80 - 84 years,Female,40.5
4692,2007,85 years and over,Both sexes,49.4
4693,2007,85 years and over,Male,15.2
4694,2007,85 years and over,Female,34.2
4701,2008,0 - 4 years,Both sexes,324.0
4702,2008,0 - 4 years,Male,165.9
4703,2008,0 - 4 years,Female,158.1
4710,2008,5 - 9 years,Both sexes,306.2
4711,2008,5 - 9 years,Male,156.3
4712,2008,5 - 9 years,Female,150.0
4713,2008,10 - 14 years,Both sexes,283.1
4714,2008,10 - 14 years,Male,145.3
4715,2008,10 - 14 years,Female,137.9
4716,2008,15 - 19 years,Both sexes,295.6
4717,2008,15 - 19 years,Male,149.6
4718,2008,15 - 19 years,Female,146.0
4725,2008,20 - 24 years,Both sexes,373.6
4726,2008,20 - 24 years,Male,186.5
4727,2008,20 - 24 years,Female,187.1
4728,2008,25 - 29 years,Both sexes,408.3
4729,2008,25 - 29 years,Male,204.7
4730,2008,25 - 29 years,Female,203.6
4734,2008,30 - 34 years,Both sexes,369.5
4735,2008,30 - 34 years,Male,186.9
4736,2008,30 - 34 years,Female,182.6
4737,2008,35 - 39 years,Both sexes,348.6
4738,2008,35 - 39 years,Male,177.6
4739,2008,35 - 39 years,Female,171.0
4740,2008,40 - 44 years,Both sexes,313.6
4741,2008,40 - 44 years,Male,157.5
4742,2008,40 - 44 years,Female,156.1
4743,2008,45 - 49 years,Both sexes,288.5
4744,2008,45 - 49 years,Male,144.5
4745,2008,45 - 49 years,Female,143.9
4749,2008,50 - 54 years,Both sexes,258.0
4750,2008,50 - 54 years,Male,129.5
4751,2008,50 - 54 years,Female,128.5
4752,2008,55 - 59 years,Both sexes,232.6
4753,2008,55 - 59 years,Male,117.3
4754,2008,55 - 59 years,Female,115.3
4755,2008,60 - 64 years,Both sexes,199.8
4756,2008,60 - 64 years,Male,101.0
4757,2008,60 - 64 years,Female,98.8
4758,2008,65 - 69 years,Both sexes,149.8
4759,2008,65 - 69 years,Male,74.4
4760,2008,65 - 69 years,Female,75.4
4764,2008,70 - 74 years,Both sexes,121.7
4765,2008,70 - 74 years,Male,58.1
4766,2008,70 - 74 years,Female,63.6
4767,2008,75 - 79 years,Both sexes,94.5
4768,2008,75 - 79 years,Male,42.4
4769,2008,75 - 79 years,Female,52.1
4770,2008,80 - 84 years,Both sexes,65.9
4771,2008,80 - 84 years,Male,25.3
4772,2008,80 - 84 years,Female,40.5
4773,2008,85 years and over,Both sexes,51.9
4774,2008,85 years and over,Male,15.9
4775,2008,85 years and over,Female,36.0
4782,2009,0 - 4 years,Both sexes,335.2
4783,2009,0 - 4 years,Male,171.4
4784,2009,0 - 4 years,Female,163.8
4791,2009,5 - 9 years,Both sexes,310.7
4792,2009,5 - 9 years,Male,158.5
4793,2009,5 - 9 years,Female,152.2
4794,2009,10 - 14 years,Both sexes,290.5
4795,2009,10 - 14 years,Male,149.2
4796,2009,10 - 14 years,Female,141.2
4797,2009,15 - 19 years,Both sexes,294.3
4798,2009,15 - 19 years,Male,150.3
4799,2009,15 - 19 years,Female,143.9
4806,2009,20 - 24 years,Both sexes,354.4
4807,2009,20 - 24 years,Male,173.5
4808,2009,20 - 24 years,Female,180.9
4809,2009,25 - 29 years,Both sexes,400.6
4810,2009,25 - 29 years,Male,198.4
4811,2009,25 - 29 years,Female,202.1
4815,2009,30 - 34 years,Both sexes,374.5
4816,2009,30 - 34 years,Male,188.1
4817,2009,30 - 34 years,Female,186.4
4818,2009,35 - 39 years,Both sexes,356.3
4819,2009,35 - 39 years,Male,180.3
4820,2009,35 - 39 years,Female,176.0
4821,2009,40 - 44 years,Both sexes,316.7
4822,2009,40 - 44 years,Male,159.5
4823,2009,40 - 44 years,Female,157.3
4824,2009,45 - 49 years,Both sexes,295.6
4825,2009,45 - 49 years,Male,147.9
4826,2009,45 - 49 years,Female,147.7
4830,2009,50 - 54 years,Both sexes,262.3
4831,2009,50 - 54 years,Male,131.6
4832,2009,50 - 54 years,Female,130.7
4833,2009,55 - 59 years,Both sexes,235.7
4834,2009,55 - 59 years,Male,118.7
4835,2009,55 - 59 years,Female,117.0
4836,2009,60 - 64 years,Both sexes,207.7
4837,2009,60 - 64 years,Male,104.9
4838,2009,60 - 64 years,Female,102.8
4839,2009,65 - 69 years,Both sexes,156.6
4840,2009,65 - 69 years,Male,78.0
4841,2009,65 - 69 years,Female,78.6
4845,2009,70 - 74 years,Both sexes,124.6
4846,2009,70 - 74 years,Male,59.8
4847,2009,70 - 74 years,Female,64.8
4848,2009,75 - 79 years,Both sexes,96.8
4849,2009,75 - 79 years,Male,43.9
4850,2009,75 - 79 years,Female,52.9
4851,2009,80 - 84 years,Both sexes,66.9
4852,2009,80 - 84 years,Male,26.3
4853,2009,80 - 84 years,Female,40.6
4854,2009,85 years and over,Both sexes,54.0
4855,2009,85 years and over,Male,16.8
4856,2009,85 years and over,Female,37.2
4863,2010,0 - 4 years,Both sexes,347.0
4864,2010,0 - 4 years,Male,177.6
4865,2010,0 - 4 years,Female,169.4
4872,2010,5 - 9 years,Both sexes,314.6
4873,2010,5 - 9 years,Male,160.8
4874,2010,5 - 9 years,Female,153.8
4875,2010,10 - 14 years,Both sexes,296.1
4876,2010,10 - 14 years,Male,152.1
4877,2010,10 - 14 years,Female,144.0
4878,2010,15 - 19 years,Both sexes,289.4
4879,2010,15 - 19 years,Male,147.7
4880,2010,15 - 19 years,Female,141.7
4887,2010,20 - 24 years,Both sexes,326.3
4888,2010,20 - 24 years,Male,160.1
4889,2010,20 - 24 years,Female,166.2
4890,2010,25 - 29 years,Both sexes,381.6
4891,2010,25 - 29 years,Male,186.1
4892,2010,25 - 29 years,Female,195.6
4896,2010,30 - 34 years,Both sexes,381.2
4897,2010,30 - 34 years,Male,189.8
4898,2010,30 - 34 years,Female,191.4
4899,2010,35 - 39 years,Both sexes,359.7
4900,2010,35 - 39 years,Male,181.0
4901,2010,35 - 39 years,Female,178.7
4902,2010,40 - 44 years,Both sexes,321.8
4903,2010,40 - 44 years,Male,162.2
4904,2010,40 - 44 years,Female,159.6
4905,2010,45 - 49 years,Both sexes,300.9
4906,2010,45 - 49 years,Male,149.8
4907,2010,45 - 49 years,Female,151.1
4911,2010,50 - 54 years,Both sexes,267.4
4912,2010,50 - 54 years,Male,133.7
4913,2010,50 - 54 years,Female,133.7
4914,2010,55 - 59 years,Both sexes,239.6
4915,2010,55 - 59 years,Male,120.3
4916,2010,55 - 59 years,Female,119.3
4917,2010,60 - 64 years,Both sexes,214.0
4918,2010,60 - 64 years,Male,107.6
4919,2010,60 - 64 years,Female,106.4
4920,2010,65 - 69 years,Both sexes,163.5
4921,2010,65 - 69 years,Male,81.5
4922,2010,65 - 69 years,Female,82.0
4926,2010,70 - 74 years,Both sexes,127.9
4927,2010,70 - 74 years,Male,61.8
4928,2010,70 - 74 years,Female,66.2
4929,2010,75 - 79 years,Both sexes,99.1
4930,2010,75 - 79 years,Male,45.1
4931,2010,75 - 79 years,Female,54.0
4932,2010,80 - 84 years,Both sexes,68.4
4933,2010,80 - 84 years,Male,27.3
4934,2010,80 - 84 years,Female,41.0
4935,2010,85 years and over,Both sexes,56.1
4936,2010,85 years and over,Male,17.7
4937,2010,85 years and over,Female,38.5
4944,2011,0 - 4 years,Both sexes,356.0
4945,2011,0 - 4 years,Male,182.0
4946,2011,0 - 4 years,Female,174.1
4953,2011,5 - 9 years,Both sexes,319.6
4954,2011,5 - 9 years,Male,163.5
4955,2011,5 - 9 years,Female,156.2
4956,2011,10 - 14 years,Both sexes,301.0
4957,2011,10 - 14 years,Male,154.5
4958,2011,10 - 14 years,Female,146.6
4959,2011,15 - 19 years,Both sexes,281.0
4960,2011,15 - 19 years,Male,143.7
4961,2011,15 - 19 years,Female,137.4
4968,2011,20 - 24 years,Both sexes,298.6
4969,2011,20 - 24 years,Male,148.6
4970,2011,20 - 24 years,Female,149.9
4971,2011,25 - 29 years,Both sexes,362.9
4972,2011,25 - 29 years,Male,175.1
4973,2011,25 - 29 years,Female,187.8
4977,2011,30 - 34 years,Both sexes,393.4
4978,2011,30 - 34 years,Male,194.9
4979,2011,30 - 34 years,Female,198.5
4980,2011,35 - 39 years,Both sexes,363.1
4981,2011,35 - 39 years,Male,181.9
4982,2011,35 - 39 years,Female,181.2
4983,2011,40 - 44 years,Both sexes,329.3
4984,2011,40 - 44 years,Male,165.9
4985,2011,40 - 44 years,Female,163.4
4986,2011,45 - 49 years,Both sexes,304.1
4987,2011,45 - 49 years,Male,151.3
4988,2011,45 - 49 years,Female,152.9
4992,2011,50 - 54 years,Both sexes,273.7
4993,2011,50 - 54 years,Male,136.7
4994,2011,50 - 54 years,Female,137.1
4995,2011,55 - 59 years,Both sexes,243.4
4996,2011,55 - 59 years,Male,121.8
4997,2011,55 - 59 years,Female,121.6
4998,2011,60 - 64 years,Both sexes,217.1
4999,2011,60 - 64 years,Male,109.2
5000,2011,60 - 64 years,Female,107.9
5001,2011,65 - 69 years,Both sexes,172.1
5002,2011,65 - 69 years,Male,85.6
5003,2011,65 - 69 years,Female,86.5
5007,2011,70 - 74 years,Both sexes,130.1
5008,2011,70 - 74 years,Male,62.9
5009,2011,70 - 74 years,Female,67.2
5010,2011,75 - 79 years,Both sexes,101.4
5011,2011,75 - 79 years,Male,46.3
5012,2011,75 - 79 years,Female,55.0
5013,2011,80 - 84 years,Both sexes,69.8
5014,2011,80 - 84 years,Male,28.3
5015,2011,80 - 84 years,Female,41.5
5016,2011,85 years and over,Both sexes,58.2
5017,2011,85 years and over,Male,18.4
5018,2011,85 years and over,Female,39.8
5025,2012,0 - 4 years,Both sexes,358.2
5026,2012,0 - 4 years,Male,182.7
5027,2012,0 - 4 years,Female,175.4
5034,2012,5 - 9 years,Both sexes,325.3
5035,2012,5 - 9 years,Male,166.4
5036,2012,5 - 9 years,Female,159.0
5037,2012,10 - 14 years,Both sexes,304.5
5038,2012,10 - 14 years,Male,156.3
5039,2012,10 - 14 years,Female,148.3
5040,2012,15 - 19 years,Both sexes,281.5
5041,2012,15 - 19 years,Male,144.3
5042,2012,15 - 19 years,Female,137.2
5049,2012,20 - 24 years,Both sexes,285.1
5050,2012,20 - 24 years,Male,141.5
5051,2012,20 - 24 years,Female,143.6
5052,2012,25 - 29 years,Both sexes,341.5
5053,2012,25 - 29 years,Male,163.4
5054,2012,25 - 29 years,Female,178.1
5058,2012,30 - 34 years,Both sexes,394.0
5059,2012,30 - 34 years,Male,193.3
5060,2012,30 - 34 years,Female,200.8
5061,2012,35 - 39 years,Both sexes,365.2
5062,2012,35 - 39 years,Male,182.3
5063,2012,35 - 39 years,Female,182.9
5064,2012,40 - 44 years,Both sexes,334.6
5065,2012,40 - 44 years,Male,168.0
5066,2012,40 - 44 years,Female,166.6
5067,2012,45 - 49 years,Both sexes,307.7
5068,2012,45 - 49 years,Male,153.0
5069,2012,45 - 49 years,Female,154.7
5073,2012,50 - 54 years,Both sexes,278.2
5074,2012,50 - 54 years,Male,138.3
5075,2012,50 - 54 years,Female,139.9
5076,2012,55 - 59 years,Both sexes,248.0
5077,2012,55 - 59 years,Male,123.8
5078,2012,55 - 59 years,Female,124.2
5079,2012,60 - 64 years,Both sexes,219.9
5080,2012,60 - 64 years,Male,110.1
5081,2012,60 - 64 years,Female,109.8
5082,2012,65 - 69 years,Both sexes,181.6
5083,2012,65 - 69 years,Male,90.6
5084,2012,65 - 69 years,Female,91.0
5088,2012,70 - 74 years,Both sexes,133.1
5089,2012,70 - 74 years,Male,64.6
5090,2012,70 - 74 years,Female,68.5
5091,2012,75 - 79 years,Both sexes,103.9
5092,2012,75 - 79 years,Male,47.8
5093,2012,75 - 79 years,Female,56.1
5094,2012,80 - 84 years,Both sexes,71.5
5095,2012,80 - 84 years,Male,29.6
5096,2012,80 - 84 years,Female,41.9
5097,2012,85 years and over,Both sexes,59.8
5098,2012,85 years and over,Male,19.0
5099,2012,85 years and over,Female,40.8
5106,2013,0 - 4 years,Both sexes,353.0
5107,2013,0 - 4 years,Male,180.0
5108,2013,0 - 4 years,Female,173.1
5115,2013,5 - 9 years,Both sexes,333.0
5116,2013,5 - 9 years,Male,170.7
5117,2013,5 - 9 years,Female,162.3
5118,2013,10 - 14 years,Both sexes,307.9
5119,2013,10 - 14 years,Male,157.1
5120,2013,10 - 14 years,Female,150.8
5121,2013,15 - 19 years,Both sexes,284.4
5122,2013,15 - 19 years,Male,145.9
5123,2013,15 - 19 years,Female,138.5
5130,2013,20 - 24 years,Both sexes,278.9
5131,2013,20 - 24 years,Male,140.1
5132,2013,20 - 24 years,Female,138.8
5133,2013,25 - 29 years,Both sexes,321.8
5134,2013,25 - 29 years,Male,154.7
5135,2013,25 - 29 years,Female,167.1
5139,2013,30 - 34 years,Both sexes,391.4
5140,2013,30 - 34 years,Male,190.7
5141,2013,30 - 34 years,Female,200.6
5142,2013,35 - 39 years,Both sexes,366.8
5143,2013,35 - 39 years,Male,182.7
5144,2013,35 - 39 years,Female,184.2
5145,2013,40 - 44 years,Both sexes,341.0
5146,2013,40 - 44 years,Male,170.9
5147,2013,40 - 44 years,Female,170.1
5148,2013,45 - 49 years,Both sexes,310.1
5149,2013,45 - 49 years,Male,154.4
5150,2013,45 - 49 years,Female,155.7
5154,2013,50 - 54 years,Both sexes,282.8
5155,2013,50 - 54 years,Male,140.6
5156,2013,50 - 54 years,Female,142.2
5157,2013,55 - 59 years,Both sexes,251.1
5158,2013,55 - 59 years,Male,125.1
5159,2013,55 - 59 years,Female,126.0
5160,2013,60 - 64 years,Both sexes,223.2
5161,2013,60 - 64 years,Male,111.5
5162,2013,60 - 64 years,Female,111.7
5163,2013,65 - 69 years,Both sexes,190.0
5164,2013,65 - 69 years,Male,94.9
5165,2013,65 - 69 years,Female,95.1
5169,2013,70 - 74 years,Both sexes,138.7
5170,2013,70 - 74 years,Male,67.4
5171,2013,70 - 74 years,Female,71.3
5172,2013,75 - 79 years,Both sexes,106.4
5173,2013,75 - 79 years,Male,49.2
5174,2013,75 - 79 years,Female,57.2
5175,2013,80 - 84 years,Both sexes,73.4
5176,2013,80 - 84 years,Male,30.8
5177,2013,80 - 84 years,Female,42.5
5178,2013,85 years and over,Both sexes,60.7
5179,2013,85 years and over,Male,19.3
5180,2013,85 years and over,Female,41.4
5187,2014,0 - 4 years,Both sexes,345.4
5188,2014,0 - 4 years,Male,176.0
5189,2014,0 - 4 years,Female,169.3
5196,2014,5 - 9 years,Both sexes,342.1
5197,2014,5 - 9 years,Male,175.1
5198,2014,5 - 9 years,Female,167.0
5199,2014,10 - 14 years,Both sexes,310.1
5200,2014,10 - 14 years,Male,158.4
5201,2014,10 - 14 years,Female,151.6
5202,2014,15 - 19 years,Both sexes,290.6
5203,2014,15 - 19 years,Male,149.1
5204,2014,15 - 19 years,Female,141.4
5211,2014,20 - 24 years,Both sexes,276.6
5212,2014,20 - 24 years,Male,139.4
5213,2014,20 - 24 years,Female,137.3
5214,2014,25 - 29 years,Both sexes,305.9
5215,2014,25 - 29 years,Male,147.2
5216,2014,25 - 29 years,Female,158.7
5220,2014,30 - 34 years,Both sexes,382.5
5221,2014,30 - 34 years,Male,184.9
5222,2014,30 - 34 years,Female,197.6
5223,2014,35 - 39 years,Both sexes,371.6
5224,2014,35 - 39 years,Male,183.8
5225,2014,35 - 39 years,Female,187.8
5226,2014,40 - 44 years,Both sexes,347.4
5227,2014,40 - 44 years,Male,172.9
5228,2014,40 - 44 years,Female,174.4
5229,2014,45 - 49 years,Both sexes,312.6
5230,2014,45 - 49 years,Male,156.1
5231,2014,45 - 49 years,Female,156.5
5235,2014,50 - 54 years,Both sexes,289.2
5236,2014,50 - 54 years,Male,143.4
5237,2014,50 - 54 years,Female,145.8
5238,2014,55 - 59 years,Both sexes,255.7
5239,2014,55 - 59 years,Male,127.2
5240,2014,55 - 59 years,Female,128.5
5241,2014,60 - 64 years,Both sexes,226.4
5242,2014,60 - 64 years,Male,112.9
5243,2014,60 - 64 years,Female,113.4
5244,2014,65 - 69 years,Both sexes,197.2
5245,2014,65 - 69 years,Male,98.5
5246,2014,65 - 69 years,Female,98.7
5250,2014,70 - 74 years,Both sexes,144.4
5251,2014,70 - 74 years,Male,70.4
5252,2014,70 - 74 years,Female,74.0
5253,2014,75 - 79 years,Both sexes,109.1
5254,2014,75 - 79 years,Male,50.7
5255,2014,75 - 79 years,Female,58.4
5256,2014,80 - 84 years,Both sexes,76.1
5257,2014,80 - 84 years,Male,32.6
5258,2014,80 - 84 years,Female,43.5
5259,2014,85 years and over,Both sexes,62.7
5260,2014,85 years and over,Male,20.3
5261,2014,85 years and over,Female,42.4
5268,2015,0 - 4 years,Both sexes,337.9
5269,2015,0 - 4 years,Male,172.4
5270,2015,0 - 4 years,Female,165.6
5277,2015,5 - 9 years,Both sexes,349.3
5278,2015,5 - 9 years,Male,178.5
5279,2015,5 - 9 years,Female,170.8
5280,2015,10 - 14 years,Both sexes,314.4
5281,2015,10 - 14 years,Male,160.9
5282,2015,10 - 14 years,Female,153.6
5283,2015,15 - 19 years,Both sexes,296.1
5284,2015,15 - 19 years,Male,152.0
5285,2015,15 - 19 years,Female,144.1
5292,2015,20 - 24 years,Both sexes,275.5
5293,2015,20 - 24 years,Male,139.9
5294,2015,20 - 24 years,Female,135.6
5295,2015,25 - 29 years,Both sexes,298.7
5296,2015,25 - 29 years,Male,143.7
5297,2015,25 - 29 years,Female,155.0
5301,2015,30 - 34 years,Both sexes,369.2
5302,2015,30 - 34 years,Male,177.0
5303,2015,30 - 34 years,Female,192.2
5304,2015,35 - 39 years,Both sexes,379.8
5305,2015,35 - 39 years,Male,186.9
5306,2015,35 - 39 years,Female,192.9
5307,2015,40 - 44 years,Both sexes,353.0
5308,2015,40 - 44 years,Male,175.0
5309,2015,40 - 44 years,Female,178.0
5310,2015,45 - 49 years,Both sexes,317.0
5311,2015,45 - 49 years,Male,158.4
5312,2015,45 - 49 years,Female,158.6
5316,2015,50 - 54 years,Both sexes,295.2
5317,2015,50 - 54 years,Male,146.1
5318,2015,50 - 54 years,Female,149.1
5319,2015,55 - 59 years,Both sexes,260.6
5320,2015,55 - 59 years,Male,129.3
5321,2015,55 - 59 years,Female,131.3
5322,2015,60 - 64 years,Both sexes,230.8
5323,2015,60 - 64 years,Male,115.0
5324,2015,60 - 64 years,Female,115.9
5325,2015,65 - 69 years,Both sexes,203.6
5326,2015,65 - 69 years,Male,101.2
5327,2015,65 - 69 years,Female,102.3
5331,2015,70 - 74 years,Both sexes,150.8
5332,2015,70 - 74 years,Male,73.6
5333,2015,70 - 74 years,Female,77.2
5334,2015,75 - 79 years,Both sexes,112.2
5335,2015,75 - 79 years,Male,52.4
5336,2015,75 - 79 years,Female,59.7
5337,2015,80 - 84 years,Both sexes,78.8
5338,2015,80 - 84 years,Male,34.1
5339,2015,80 - 84 years,Female,44.7
5340,2015,85 years and over,Both sexes,64.9
5341,2015,85 years and over,Male,21.4
5342,2015,85 years and over,Female,43.5
5349,2016,0 - 4 years,Both sexes,331.4
5350,2016,0 - 4 years,Male,169.7
5351,2016,0 - 4 years,Female,161.7
5358,2016,5 - 9 years,Both sexes,355.3
5359,2016,5 - 9 years,Male,181.4
5360,2016,5 - 9 years,Female,173.9
5361,2016,10 - 14 years,Both sexes,318.9
5362,2016,10 - 14 years,Male,163.1
5363,2016,10 - 14 years,Female,155.7
5364,2016,15 - 19 years,Both sexes,301.2
5365,2016,15 - 19 years,Male,154.4
5366,2016,15 - 19 years,Female,146.9
5373,2016,20 - 24 years,Both sexes,273.5
5374,2016,20 - 24 years,Male,138.4
5375,2016,20 - 24 years,Female,135.1
5376,2016,25 - 29 years,Both sexes,296.7
5377,2016,25 - 29 years,Male,145.2
5378,2016,25 - 29 years,Female,151.5
5382,2016,30 - 34 years,Both sexes,360.3
5383,2016,30 - 34 years,Male,172.5
5384,2016,30 - 34 years,Female,187.8
5385,2016,35 - 39 years,Both sexes,388.1
5386,2016,35 - 39 years,Male,190.6
5387,2016,35 - 39 years,Female,197.5
5388,2016,40 - 44 years,Both sexes,356.5
5389,2016,40 - 44 years,Male,177.2
5390,2016,40 - 44 years,Female,179.3
5391,2016,45 - 49 years,Both sexes,324.9
5392,2016,45 - 49 years,Male,162.5
5393,2016,45 - 49 years,Female,162.4
5397,2016,50 - 54 years,Both sexes,298.4
5398,2016,50 - 54 years,Male,147.7
5399,2016,50 - 54 years,Female,150.8
5400,2016,55 - 59 years,Both sexes,268.2
5401,2016,55 - 59 years,Male,133.1
5402,2016,55 - 59 years,Female,135.1
5403,2016,60 - 64 years,Both sexes,236.5
5404,2016,60 - 64 years,Male,117.7
5405,2016,60 - 64 years,Female,118.7
5406,2016,65 - 69 years,Both sexes,208.0
5407,2016,65 - 69 years,Male,103.4
5408,2016,65 - 69 years,Female,104.5
5412,2016,70 - 74 years,Both sexes,159.9
5413,2016,70 - 74 years,Male,78.4
5414,2016,70 - 74 years,Female,81.6
5415,2016,75 - 79 years,Both sexes,114.2
5416,2016,75 - 79 years,Male,53.5
5417,2016,75 - 79 years,Female,60.7
5418,2016,80 - 84 years,Both sexes,80.5
5419,2016,80 - 84 years,Male,34.9
5420,2016,80 - 84 years,Female,45.5
5421,2016,85 years and over,Both sexes,67.3
5422,2016,85 years and over,Male,23.0
5423,2016,85 years and over,Female,44.4
5430,2017,0 - 4 years,Both sexes,325.0
5431,2017,0 - 4 years,Male,166.2
5432,2017,0 - 4 years,Female,158.8
5439,2017,5 - 9 years,Both sexes,360.7
5440,2017,5 - 9 years,Male,184.0
5441,2017,5 - 9 years,Female,176.7
5442,2017,10 - 14 years,Both sexes,324.7
5443,2017,10 - 14 years,Male,166.2
5444,2017,10 - 14 years,Female,158.4
5445,2017,15 - 19 years,Both sexes,309.6
5446,2017,15 - 19 years,Male,158.1
5447,2017,15 - 19 years,Female,151.5
5454,2017,20 - 24 years,Both sexes,277.4
5455,2017,20 - 24 years,Male,140.9
5456,2017,20 - 24 years,Female,136.5
5457,2017,25 - 29 years,Both sexes,294.0
5458,2017,25 - 29 years,Male,145.2
5459,2017,25 - 29 years,Female,148.7
5463,2017,30 - 34 years,Both sexes,349.2
5464,2017,30 - 34 years,Male,167.1
5465,2017,30 - 34 years,Female,182.1
5466,2017,35 - 39 years,Both sexes,396.1
5467,2017,35 - 39 years,Male,193.2
5468,2017,35 - 39 years,Female,203.0
5469,2017,40 - 44 years,Both sexes,364.0
5470,2017,40 - 44 years,Male,180.2
5471,2017,40 - 44 years,Female,183.8
5472,2017,45 - 49 years,Both sexes,334.6
5473,2017,45 - 49 years,Male,167.0
5474,2017,45 - 49 years,Female,167.6
5478,2017,50 - 54 years,Both sexes,304.5
5479,2017,50 - 54 years,Male,150.6
5480,2017,50 - 54 years,Female,153.9
5481,2017,55 - 59 years,Both sexes,275.2
5482,2017,55 - 59 years,Male,136.3
5483,2017,55 - 59 years,Female,138.9
5484,2017,60 - 64 years,Both sexes,243.5
5485,2017,60 - 64 years,Male,121.0
5486,2017,60 - 64 years,Female,122.5
5487,2017,65 - 69 years,Both sexes,212.7
5488,2017,65 - 69 years,Male,105.5
5489,2017,65 - 69 years,Female,107.1
5493,2017,70 - 74 years,Both sexes,170.1
5494,2017,70 - 74 years,Male,83.3
5495,2017,70 - 74 years,Female,86.7
5496,2017,75 - 79 years,Both sexes,117.3
5497,2017,75 - 79 years,Male,55.3
5498,2017,75 - 79 years,Female,62.0
5499,2017,80 - 84 years,Both sexes,83.2
5500,2017,80 - 84 years,Male,36.4
5501,2017,80 - 84 years,Female,46.8
5502,2017,85 years and over,Both sexes,69.1
5503,2017,85 years and over,Male,24.2
5504,2017,85 years and over,Female,45.0
5511,2018,0 - 4 years,Both sexes,320.0
